Company,Valuation ($B),Date Joined,Country,City ,Industry,Investors,Valuation BI,invest_1,invest_2,invest_3,invest_4,data_1,data_2,data_3,data_4
Cityblock Health,$5.70,2020-12-10,United States,Brooklyn,Health,"Thrive Capital, Maverick Ventures, Redpoint Ventures",5.7,Thrive Capital,Maverick Ventures,Redpoint Ventures,nan,Thrive Capital,Maverick Ventures,Redpoint Ventures,
Workato,$5.70,2021-01-12,United States,Mountain View,Internet software & services,"Battery Ventures, Storm Ventures, Redpoint Ventures",5.7,Battery Ventures,Storm Ventures,Redpoint Ventures,nan,Battery Ventures,Storm Ventures,Redpoint Ventures,
Back Market,$5.70,2021-05-18,France,Paris,E-commerce & direct-to-consumer,"Aglae Ventures, Eurazeo, Daphni",5.7,Aglae Ventures,Eurazeo,Daphni,nan,Aglae Ventures,Eurazeo,Daphni,
RELEX,$5.70,2022-02-17,Finland,Helsinki,"Supply chain, logistics, & delivery","Blackstone, Technology Crossover Ventures, Summit Partners",5.7,Blackstone,Technology Crossover Ventures,Summit Partners,nan,Blackstone,Technology Crossover Ventures,Summit Partners,
The Boring Company,$5.70,2022-04-20,United States,Pflugerville,Other,"VY Capital, 8VC, Craft Ventures",5.7,VY Capital,8VC,Craft Ventures,nan,VY Capital,8VC,Craft Ventures,
Postman,$5.60,2020-06-11,United States,San Francisco,Internet software & services,"Nexus Venture Partners, CRV, Insight Partners",5.6,Nexus Venture Partners,CRV,Insight Partners,nan,Nexus Venture Partners,CRV,Insight Partners,
FiveTran,$5.60,2020-06-30,United States,Oakland,Data management & analytics,"Matrix Partners, Andreessen Horowitz, General Catalyst",5.6,Matrix Partners,Andreessen Horowitz,General Catalyst,nan,Matrix Partners,Andreessen Horowitz,General Catalyst,
ContentSquare,$5.60,2021-05-25,France,Paris,Internet software & services,"Highland Europe, Eurazeo, Canaan Partners",5.6,Highland Europe,Eurazeo,Canaan Partners,nan,Highland Europe,Eurazeo,Canaan Partners,
Trade Republic,$5.36,2021-05-20,Germany,Berlin,Fintech,"Founders Fund. Accel, Creandum",5.36,Founders Fund. Accel,Creandum,nan,nan,Founders Fund. Accel,Creandum,,
Rappi,$5.25,2018-08-31,Colombia,Bogota,"Supply chain, logistics, & delivery","DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures",5.25,DST Global,Andreessen Horowitz,Sequoia Capital,Redpoint e.ventures,DST Global,Andreessen Horowitz,Sequoia Capital,Redpoint e.ventures
Collibra,$5.25,2019-01-29,Belgium,Brussels,Data management & analytics,"Index Ventures, Battery Ventures, ICONIQ Capital",5.25,Index Ventures,Battery Ventures,ICONIQ Capital,nan,Index Ventures,Battery Ventures,ICONIQ Capital,
OneTrust,$5.10,2019-07-11,United States,Atlanta,Internet software & services,Insight Partners,5.1,Insight Partners,nan,nan,nan,Insight Partners,,,
QuintoAndar,$5.10,2019-09-09,Brazil,Campinas,E-commerce & direct-to-consumer,"Kaszek Ventures, General Atlantic, SoftBank Group",5.1,Kaszek Ventures,General Atlantic,SoftBank Group,nan,Kaszek Ventures,General Atlantic,SoftBank Group,
C6 Bank,$5.05,2020-12-02,Brazil,Sao Paulo,Fintech,Credit Suisse,5.05,Credit Suisse,nan,nan,nan,Credit Suisse,,,
United Imaging Healthcare,$5,2017-09-15,China,Shanghai,Health,"China Life Insurance, China Development Bank Capital, CITIC Securities International",5.0,China Life Insurance,China Development Bank Capital,CITIC Securities International,nan,China Life Insurance,China Development Bank Capital,CITIC Securities International,
Hello TransTech,$5,2018-06-01,China,Shanghai,Auto & transportation,"Ant Financial Services Group, GGV Capital",5.0,Ant Financial Services Group,GGV Capital,nan,nan,Ant Ficial Services Group,GGV Capital,,
Airwallex,$5.50,2019-03-25,Australia,Melbourne,Fintech,"DST Global, Sequoia Capital China, Tencent Holdings",5.5,DST Global,Sequoia Capital China,Tencent Holdings,nan,DST Global,Sequoia Capital China,Tencent Holdings,
Mambu,$5.50,2021-01-06,Netherlands,Amsterdam,Fintech,"Runa Capital, Acton Capital Partners, Point Nine Capital",5.5,Runa Capital,Acton Capital Partners,Point Nine Capital,nan,Runa Capital,Acton Capital Partners,Point Nine Capital,
Toss,$5.48,2018-12-09,South Korea,Seoul,Fintech,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers",5.48,Bessemer Venture Partners,Qualcomm Ventures,Kleiner Perkins Caufield & Byers,nan,Bessemer Venture Partners,Qualcomm Ventures,Kleiner Perkins Caufield & Byers,
Horizon Robotics,$5,2019-02-27,China,Beijing,Artificial intelligence,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",5.0,Hillhouse Capital Management,Linear Venture,Morningside Venture Capital,nan,Hillhouse Capital Management,Linear Venture,Morningside Venture Capital,
WM Motor,$5,2019-03-08,China,Shanghai,Auto & transportation,"Baidu Capital, Linear Venture, Tencent",5.0,Baidu Capital,Linear Venture,Tencent,nan,Baidu Capital,Linear Venture,Tencent,
Howden Group Holdings,$5,2020-09-29,United Kingdom,London,Other,"General Atlantic, 3i Group, Huagai Capital",5.0,General Atlantic,3i Group,Huagai Capital,nan,General Atlantic,3i Group,Huagai Capital,
SambaNova Systems,$5,2021-04-13,United States,Palo Alto,Data management & analytics,"Walden International, Google Ventures, Intel Capital",5.0,Walden International,Google Ventures,Intel Capital,nan,Walden International,Google Ventures,Intel Capital,
ZEPZ,$5,2021-08-23,United Kingdom,London,Fintech,"Accel, Technology Crossover Ventures, LeapFrog Investments",5.0,Accel,Technology Crossover Ventures,LeapFrog Investments,nan,Accel,Technology Crossover Ventures,LeapFrog Investments,
OakNorth Bank,$5,2017-10-12,United Kingdom,London,Fintech,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",5.0,Clermont Group,Coltrane Asset Management,Toscafund Asset Management,nan,Clermont Group,Coltrane Asset Management,Toscafund Asset Management,
Moon Active,$5,2020-01-26,Israel,Tel Aviv,Mobile & telecommunications,"Insight Partners, Andalusian Capital Partners",5.0,Insight Partners,Andalusian Capital Partners,nan,nan,Insight Partners,Andalusian Capital Partners,,
OfBusiness,$5,2021-07-31,India,Gurgaon,E-commerce & direct-to-consumer,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",5.0,Matrix Partners India,Falcon Edge Capital,SoftBank Group,nan,Matrix Partners India,Falcon Edge Capital,SoftBank Group,
Cockroach Labs,$5,2021-01-12,United States,New York,Data management & analytics,"Google Ventures, Benchmark, FirstMark Capital",5.0,Google Ventures,Benchmark,FirstMark Capital,nan,Google Ventures,Benchmark,FirstMark Capital,
Pine Labs,$5,2020-01-24,India,Noida,Fintech,"Sequoia Capital India, Temasek, PayPal Ventures",5.0,Sequoia Capital India,Temasek,PayPal Ventures,nan,Sequoia Capital India,Temasek,PayPal Ventures,
Qonto,$5,2022-01-11,France,Paris,Fintech,"Alven Capital, Valar Ventures, Tencent Holdings",5.0,Alven Capital,Valar Ventures,Tencent Holdings,nan,Alven Capital,Valar Ventures,Tencent Holdings,
Ola Electric Mobility,$5,2019-07-02,India,Bengaluru,Auto & transportation,"SoftBank Group, Tiger Global Management, Matrix Partners India",5.0,SoftBank Group,Tiger Global Management,Matrix Partners India,nan,SoftBank Group,Tiger Global Management,Matrix Partners India,
Icertis,$5,2019-07-17,United States,Bellevue,Artificial intelligence,"Eight Roads Ventures, Greycroft, Ignition Partners",5.0,Eight Roads Ventures,Greycroft,Ignition Partners,nan,Eight Roads Ventures,Greycroft,Ignition Partners,
Hopper,$5,2021-03-24,Canada,Montreal,Travel,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",5.0,Capital One Growth Ventures,Citi Ventures,OMERS Ventures,nan,Capital One Growth Ventures,Citi Ventures,OMERS Ventures,
VerSe Innovation(Dailyhunt),$5,2020-12-22,India,Bengaluru,Internet software & services,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India",5.0,Falcon Edge Capital,Omidyar Network,Sequoia Capital India,nan,Falcon Edge Capital,Omidyar Network,Sequoia Capital India,
ShareChat,$5,2021-04-08,India,Bengaluru,Internet software & services,"India Quotient, Elevation Capital, Lightspeed Venture Partners",5.0,India Quotient,Elevation Capital,Lightspeed Venture Partners,nan,India Quotient,Elevation Capital,Lightspeed Venture Partners,
Coalition,$5,2021-03-17,United States,San Francisco,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",5.0,Two Sigma Ventures,Flint Capital,Commerce Ventures,nan,Two Sigma Ventures,Flint Capital,Commerce Ventures,
Meesho,$4.90,2021-04-05,India,Bengaluru,Internet software & services,"Venture Highway, Sequoia Capital India, Prosus Ventures",4.9,Venture Highway,Sequoia Capital India,Prosus Ventures,nan,Venture Highway,Sequoia Capital India,Prosus Ventures,
Cerebral,$4.80,2021-06-10,United States,San Francisco,Health,"Oak HC/FT Partners, Artis Ventures, WestCap Group",4.8,Oak HC/FT Partners,Artis Ventures,WestCap Group,nan,Oak HC/FT Partners,Artis Ventures,WestCap Group,
Creditas,$4.80,2020-12-18,Brazil,Sao Paulo,Fintech,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",4.8,Kaszek Ventures,Amadeus Capital Partners,Quona Capital,nan,Kaszek Ventures,Amadeus Capital Partners,Quona Capital,
Reify Health,$4.80,2021-08-10,United States,Boston,Health,"Sierra Ventures, Battery Ventures, Asset Management Ventures",4.8,Sierra Ventures,Battery Ventures,Asset Management Ventures,nan,Sierra Ventures,Battery Ventures,Asset Management Ventures,
Chipone,$4.73,2021-12-16,China,Beijing,Hardware,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",4.73,China Grand Prosperity Investment,Silk Road Huacheng,Oriza Equity Investment,nan,China Grand Prosperity Investment,Silk Road Huacheng,Oriza Equity Investment,
BetterUp,$4.70,2021-02-25,United States,San Francisco,Internet software & services,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",4.7,Threshold Ventures,Lightspeed Venture Partners,Crosslink Capital,nan,Threshold Ventures,Lightspeed Venture Partners,Crosslink Capital,
Pleo,$4.70,2021-07-06,Denmark,Copenhagen,Fintech,"Creandum, Founders, Kinnevik",4.7,Creandum,Founders,Kinnevik,nan,Creandum,Founders,Kinnevik,
SonarSource,$4.70,2022-04-26,Switzerland,Geneva,Internet software & services,"Advent International,General Catalyst,Insight Partners",4.7,Advent International,General Catalyst,Insight Partners,nan,Advent International,General Catalyst,Insight Partners,
Anduril,$4.60,2019-09-11,United States,Irvine,Artificial intelligence,"Andreessen Horowitz, Founders Fund, Revolution Ventures",4.6,Andreessen Horowitz,Founders Fund,Revolution Ventures,nan,Andreessen Horowitz,Founders Fund,Revolution Ventures,
Lyra Health,$5.85,2020-08-25,United States,Burlingame,Health,"Greylock Partners, Venrock, Providence Ventures",5.85,Greylock Partners,Venrock,Providence Ventures,nan,Greylock Partners,Venrock,Providence Ventures,
Dataiku,$4.60,2019-12-04,United States,New York,Artificial intelligence,"Alven Capital, FirstMark Capital, capitalG",4.6,Alven Capital,FirstMark Capital,capitalG,nan,Alven Capital,FirstMark Capital,capitalG,
Checkr,$4.60,2019-09-19,United States,San Francisco,Internet software & services,"Y Combinator, Accel, T. Rowe Price",4.6,Y Combinator,Accel,T. Rowe Price,nan,Y Combinator,Accel,T. Rowe Price,
Color,$4.60,2021-01-04,United States,Burlingame,Health,"General Catalyst, Viking Global Investors, T. Rowe Price",4.6,General Catalyst,Viking Global Investors,T. Rowe Price,nan,General Catalyst,Viking Global Investors,T. Rowe Price,
Lendable,$4.58,2021-03-31,United Kingdom,London,Fintech,"Ontario Teachers' Pension Plan, Goldman Sachs",4.58,Ontario Teachers' Pension Plan,Goldman Sachs,nan,nan,Ontario Teachers' Pension Plan,Goldman Sachs,,
Vinted,$4.53,2019-11-27,Lithuania,Vilnius,E-commerce & direct-to-consumer,"Accel, Insight Partners, Burda Principal Investments",4.53,Accel,Insight Partners,Burda Principal Investments,nan,Accel,Insight Partners,Burda Principal Investments,
VIPKid,$4.50,2016-08-04,China,Beijing,Edtech,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",4.5,Sequoia Capital China,Tencent Holdings,Sinovation Ventures,nan,Sequoia Capital China,Tencent Holdings,Sinovation Ventures,
Socure,$4.50,2021-03-16,United States,New York,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",4.5,Two Sigma Ventures,Flint Capital,Commerce Ventures,nan,Two Sigma Ventures,Flint Capital,Commerce Ventures,
Monzo,$4.50,2018-10-31,United Kingdom,London,Fintech,"Passion Capital, Thrive Capital, Orange Digital Ventures",4.5,Passion Capital,Thrive Capital,Orange Digital Ventures,nan,Passion Capital,Thrive Capital,Orange Digital Ventures,
UBTECH Robotics,$4.58,2016-07-25,China,Shenzhen,Hardware,"CDH Investments, Goldstone Investments, Qiming Venture Partners",4.58,CDH Investments,Goldstone Investments,Qiming Venture Partners,nan,CDH Investments,Goldstone Investments,Qiming Venture Partners,
wefox,$4.50,2019-03-05,Germany,Berlin,Fintech,"Salesforce Ventures, Seedcamp, OMERS Ventures",4.5,Salesforce Ventures,Seedcamp,OMERS Ventures,nan,Salesforce Ventures,Seedcamp,OMERS Ventures,
Lenskart,$4.50,2019-12-20,India,Faridabad,E-commerce & direct-to-consumer,"Chiratae Ventures, PremjiInvest, Softbank",4.5,Chiratae Ventures,PremjiInvest,Softbank,nan,Chiratae Ventures,PremjiInvest,Softbank,
Zhiji Auto,$4.50,2022-08-01,China,Shanghai,Auto & transportation,"Pudong VC, Zhiyou Venture Capital",4.5,Pudong VC,Zhiyou Venture Capital,nan,nan,Pudong VC,Zhiyou Venture Capital,,
Outreach,$4.40,2019-04-16,United States,Seattle,Internet software & services,"Mayfield Fund, M12, Trinity Ventures",4.4,Mayfield Fund,M12,Trinity Ventures,nan,Mayfield Fund,M12,Trinity Ventures,
WeRide,$4.40,2020-12-23,China,Guangzhou,Auto & transportation,"Atop Capital, IDInvest Partners, Qiming Venture Partners",4.4,Atop Capital,IDInvest Partners,Qiming Venture Partners,nan,Atop Capital,IDInvest Partners,Qiming Venture Partners,
Guild Education,$4.40,2019-11-13,United States,Denver,Internet software & services,"General Atlantic, Blackstone, ICONIQ Growth",4.4,General Atlantic,Blackstone,ICONIQ Growth,nan,General Atlantic,Blackstone,ICONIQ Growth,
Arctic Wolf Networks,$4.30,2020-10-22,United States,Eden Prairie,Cybersecurity,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",4.3,Lightspeed Venture Partners,Redpoint Ventures,Viking Global Investors,nan,Lightspeed Venture Partners,Redpoint Ventures,Viking Global Investors,
Sorare,$4.30,2021-09-21,France,Paris,Internet software & services,"Benchmark, Accel, SoftBank Group",4.3,Benchmark,Accel,SoftBank Group,nan,Benchmark,Accel,SoftBank Group,
Relativity Space,$4.20,2020-11-23,United States,Inglewood,Other,"Playground Global, Bond, Tribe Capital",4.2,Playground Global,Bond,Tribe Capital,nan,Playground Global,Bond,Tribe Capital,
Miaoshou Doctor,$4.25,2019-06-27,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",4.25,Sequoia Capital China,Qiming Venture Partners,Tencent Holdings,nan,Sequoia Capital China,Qiming Venture Partners,Tencent Holdings,
ThoughtSpot,$4.20,2018-05-08,United States,Sunnyvale,Internet software & services,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",4.2,Lightspeed Venture Partners,Khosla Ventures,Geodesic Capital,nan,Lightspeed Venture Partners,Khosla Ventures,Geodesic Capital,
Globalization Partners,$4.20,2022-01-24,United States,Boston,Internet software & services,"Vista Equity Partners, Wincove, TDR Capital",4.2,Vista Equity Partners,Wincove,TDR Capital,nan,Vista Equity Partners,Wincove,TDR Capital,
dbt Labs,$4.20,2021-06-30,United States,Philadelphia,Data management & analytics,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",4.2,Andreessen Horowitz,Amplify Partners,Sequoia Capital,nan,Andreessen Horowitz,Amplify Partners,Sequoia Capital,
SSENSE,$4.15,2021-06-08,Canada,Montreal,E-commerce & direct-to-consumer,Sequoia Capital,4.15,Sequoia Capital,nan,nan,nan,Sequoia Capital,,,
Dataminr,$4.10,2018-06-04,United States,New York,Artificial intelligence,"Venrock, Institutional Venture Partners, Goldman Sachs",4.1,Venrock,Institutional Venture Partners,Goldman Sachs,nan,Venrock,Institutional Venture Partners,Goldman Sachs,
BitPanda,$4.11,2021-03-16,Austria,Vienna,Fintech,"Speedinvest, Valar Ventures, Uniqa Ventures",4.11,Speedinvest,Valar Ventures,Uniqa Ventures,nan,Speedinvest,Valar Ventures,Uniqa Ventures,
Weee!,$4.10,2021-03-16,United States,Fremont,"Supply chain, logistics, & delivery","Goodwater Capital, iFly, XVC Venture Capital",4.1,Goodwater Capital,iFly,XVC Venture Capital,nan,Goodwater Capital,iFly,XVC Venture Capital,
Houzz,$4,2014-09-30,United States,Palo Alto,E-commerce & direct-to-consumer,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",4.0,New Enterprise Associates,Sequoia Capital,Comcast Ventures,nan,New Enterprise Associates,Sequoia Capital,Comcast Ventures,
CRED,$4.01,2021-04-06,India,Bengaluru,Fintech,"Tiger Global Management, DST Global, Sequoia Capital India",4.01,Tiger Global Management,DST Global,Sequoia Capital India,nan,Tiger Global Management,DST Global,Sequoia Capital India,
Yello Mobile,$4,2014-11-11,South Korea,Seoul,Mobile & telecommunications,Formation 8,4.0,Formation 8,nan,nan,nan,Formation 8,,,
MEGVII,$4,2017-10-31,China,Beijing,Artificial intelligence,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",4.0,Ant Financial Services Group,Russia-China Investment Fund,Foxconn Technology Company,nan,Ant Ficial Services Group,Russia-China Investment Fund,Foxconn Technology Company,
Greensill,$4,2018-07-16,United Kingdom,London,Fintech,"SoftBank Group, General Atlantic",4.0,SoftBank Group,General Atlantic,nan,nan,SoftBank Group,General Atlantic,,
Impossible Foods,$4,2019-05-13,United States,Redwood City,Consumer & retail,"Khosla Ventures, Horizons Ventures, Temasek Holdings",4.0,Khosla Ventures,Horizons Ventures,Temasek Holdings,nan,Khosla Ventures,Horizons Ventures,Temasek Holdings,
